epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,350.321,0.44902,1.37338,0.93495,0.99313,1,0.995,0.89901,0.41001,1.94921,0.90336,0.000652174,0.000652174,0.000652174
2,674.68,0.46357,0.87411,0.91561,0.99256,1,0.995,0.89088,0.45273,1.30662,0.93721,0.00130578,0.00130578,0.00130578
